dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon0	tau0	stage	physical_id	alpha	beta	u	v	regularization_regime	epsilon	tau	converged	iterations	seconds
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p250000__coregularized	0.500625	0.496875	0.9975	0.4981203007518797	coregularized	0.249375		True	1	0.04220170000917278
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p500000__fixed	0.375	0.375	0.75	0.5	fixed	0.25		True	1	0.03776639999705367
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p500000__fixed	0.49875	0.49875	0.9975	0.5	fixed	0.25		True	1	0.042098900012206286
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p500000__coregularized	0.375	0.375	0.75	0.5	coregularized	0.1875		True	1	0.03862579999258742
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p500000__coregularized	0.49875	0.49875	0.9975	0.5	coregularized	0.249375		True	1	0.04866930001298897
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p750000__fixed	0.1875	0.5625	0.75	0.75	fixed	0.25		True	1	0.0420600000070408
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p750000__fixed	0.496875	0.500625	0.9975	0.5018796992481203	fixed	0.25		True	1	0.03602100000716746
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p750000__coregularized	0.1875	0.5625	0.75	0.75	coregularized	0.1875		True	1	0.038710799999535084
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p750000__coregularized	0.496875	0.500625	0.9975	0.5018796992481203	coregularized	0.249375		True	1	0.039294400019571185
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v1p000000__fixed	0.0	0.75	0.75	1.0	fixed	0.25		True	1	0.0368752000213135
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v1p000000__fixed	0.495	0.5025	0.9974999999999999	0.5037593984962406	fixed	0.25		True	1	0.03819759999169037
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v1p000000__coregularized	0.0	0.75	0.75	1.0	coregularized	0.1875		True	1	0.043130200006999075
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v1p000000__coregularized	0.495	0.5025	0.9974999999999999	0.5037593984962406	coregularized	0.24937499999999999		True	1	0.03687969999737106
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v0p000000__shared	1.0	0.0	1.0	0.0	fixed	0.25		True	1	0.038368600013200194
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v0p000000__shared	0.505	0.495	1.0	0.495	fixed	0.25		True	1	0.03744909999659285
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v0p250000__shared	0.75	0.25	1.0	0.25	fixed	0.25		True	1	0.03678200001013465
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v0p250000__shared	0.5025	0.4975	1.0	0.4975	fixed	0.25		True	1	0.036869200004730374
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v0p750000__shared	0.25	0.75	1.0	0.75	fixed	0.25		True	1	0.03756160000921227
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v0p750000__shared	0.4975	0.5025	1.0	0.5025	fixed	0.25		True	1	0.04485269999713637
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v1p000000__shared	0.0	1.0	1.0	1.0	fixed	0.25		True	1	0.03777540000737645
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v1p000000__shared	0.495	0.505	1.0	0.505	fixed	0.25		True	1	0.049945399980060756
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	factor__expression_compensation_only__fixed	0.5	1.0	1.5	0.6666666666666666	fixed	0.25		True	1	0.0375884999812115
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	factor__expression_compensation_only__fixed	0.5	0.505	1.005	0.5024875621890548	fixed	0.25		True	1	0.03611670000827871
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	factor__expression_compensation_only__coregularized	0.5	1.0	1.5	0.6666666666666666	coregularized	0.375		True	1	0.043631099979393184
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	factor__expression_compensation_only__coregularized	0.5	0.505	1.005	0.5024875621890548	coregularized	0.25125		True	1	0.03814580000471324
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	factor__spatial_compensation_only__fixed	1.0	0.5	1.5	0.3333333333333333	fixed	0.25		True	1	0.04656879999674857
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	factor__spatial_compensation_only__fixed	0.505	0.5	1.005	0.49751243781094534	fixed	0.25		True	1	0.04398170000058599
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		endpoint	factor__spatial_compensation_only__coregularized	1.0	0.5	1.5	0.3333333333333333	coregularized	0.375		True	1	0.040832099999533966
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		finite_h001	factor__spatial_compensation_only__coregularized	0.505	0.5	1.005	0.49751243781094534	coregularized	0.25125		True	1	0.03631399999721907
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		baseline	baseline	0.5	0.5	1.0	0.5	fixed	0.25		True	200	8.621812599973055
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p000000__fixed	0.5	0.0	0.5	0.0	fixed	0.25		True	200	8.727033699979074
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p000000__fixed	0.5	0.495	0.995	0.49748743718592964	fixed	0.25		True	200	8.632289700006368
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p000000__coregularized	0.5	0.0	0.5	0.0	coregularized	0.125		True	200	8.758181800018065
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p000000__coregularized	0.5	0.495	0.995	0.49748743718592964	coregularized	0.24875		True	200	9.061360599996988
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p250000__fixed	0.375	0.125	0.5	0.25	fixed	0.25		True	200	8.718569499993464
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p250000__fixed	0.49875	0.49625	0.9950000000000001	0.4987437185929648	fixed	0.25		True	200	8.508563199982746
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p250000__coregularized	0.375	0.125	0.5	0.25	coregularized	0.125		True	200	8.64201400001184
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p250000__coregularized	0.49875	0.49625	0.9950000000000001	0.4987437185929648	coregularized	0.24875000000000003		True	200	8.929342099989299
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p500000__fixed	0.25	0.25	0.5	0.5	fixed	0.25		True	200	8.647300500015263
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p500000__fixed	0.4975	0.4975	0.995	0.5	fixed	0.25		True	200	8.919954899989534
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p500000__coregularized	0.25	0.25	0.5	0.5	coregularized	0.125		True	200	8.636226100003114
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p500000__coregularized	0.4975	0.4975	0.995	0.5	coregularized	0.24875		True	200	8.77809150001849
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p750000__fixed	0.125	0.375	0.5	0.75	fixed	0.25		True	200	8.569679000007454
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p750000__fixed	0.49625	0.49875	0.9950000000000001	0.5012562814070352	fixed	0.25		True	200	8.547213300014846
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p750000__coregularized	0.125	0.375	0.5	0.75	coregularized	0.125		True	200	8.612587299983716
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p750000__coregularized	0.49625	0.49875	0.9950000000000001	0.5012562814070352	coregularized	0.24875000000000003		True	200	8.678826899995329
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v1p000000__fixed	0.0	0.5	0.5	1.0	fixed	0.25		True	200	8.68548169999849
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v1p000000__fixed	0.495	0.5	0.995	0.5025125628140703	fixed	0.25		True	200	8.670697099994868
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v1p000000__coregularized	0.0	0.5	0.5	1.0	coregularized	0.125		True	200	8.498569299990777
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v1p000000__coregularized	0.495	0.5	0.995	0.5025125628140703	coregularized	0.24875		True	200	8.60018329997547
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p000000__fixed	0.75	0.0	0.75	0.0	fixed	0.25		True	200	8.671327500022016
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p000000__fixed	0.5025	0.495	0.9974999999999999	0.4962406015037594	fixed	0.25		True	200	8.612601000000723
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p000000__coregularized	0.75	0.0	0.75	0.0	coregularized	0.1875		True	200	8.492135399981635
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p000000__coregularized	0.5025	0.495	0.9974999999999999	0.4962406015037594	coregularized	0.24937499999999999		True	200	8.637270499981241
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p250000__fixed	0.5625	0.1875	0.75	0.25	fixed	0.25		True	200	8.642605300003197
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p250000__fixed	0.500625	0.496875	0.9975	0.4981203007518797	fixed	0.25		True	200	8.571185800014064
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p250000__coregularized	0.5625	0.1875	0.75	0.25	coregularized	0.1875		True	200	8.683422200003406
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p250000__coregularized	0.500625	0.496875	0.9975	0.4981203007518797	coregularized	0.249375		True	200	8.691551600000821
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p500000__fixed	0.375	0.375	0.75	0.5	fixed	0.25		True	200	9.167100599996047
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p500000__fixed	0.49875	0.49875	0.9975	0.5	fixed	0.25		True	200	8.789250300003914
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p500000__coregularized	0.375	0.375	0.75	0.5	coregularized	0.1875		True	200	8.675442099978682
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p500000__coregularized	0.49875	0.49875	0.9975	0.5	coregularized	0.249375		True	200	8.903884600003948
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p750000__fixed	0.1875	0.5625	0.75	0.75	fixed	0.25		True	200	8.707547899975907
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p750000__fixed	0.496875	0.500625	0.9975	0.5018796992481203	fixed	0.25		True	200	8.642355100018904
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p750000__coregularized	0.1875	0.5625	0.75	0.75	coregularized	0.1875		True	200	8.687037099996815
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p750000__coregularized	0.496875	0.500625	0.9975	0.5018796992481203	coregularized	0.249375		True	200	8.68488200000138
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v1p000000__fixed	0.0	0.75	0.75	1.0	fixed	0.25		True	200	8.5526935000089
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v1p000000__fixed	0.495	0.5025	0.9974999999999999	0.5037593984962406	fixed	0.25		True	200	8.579866499989294
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v1p000000__coregularized	0.0	0.75	0.75	1.0	coregularized	0.1875		True	200	8.666622599994298
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v1p000000__coregularized	0.495	0.5025	0.9974999999999999	0.5037593984962406	coregularized	0.24937499999999999		True	200	8.543686099990737
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u1p000000__v0p000000__shared	1.0	0.0	1.0	0.0	fixed	0.25		True	200	8.513703400007216
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u1p000000__v0p000000__shared	0.505	0.495	1.0	0.495	fixed	0.25		True	200	8.538278899999568
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u1p000000__v0p250000__shared	0.75	0.25	1.0	0.25	fixed	0.25		True	200	8.362298499996541
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u1p000000__v0p250000__shared	0.5025	0.4975	1.0	0.4975	fixed	0.25		True	200	8.544194699992659
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u1p000000__v0p750000__shared	0.25	0.75	1.0	0.75	fixed	0.25		True	200	8.512530500011053
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u1p000000__v0p750000__shared	0.4975	0.5025	1.0	0.5025	fixed	0.25		True	200	8.61063449998619
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	grid__u1p000000__v1p000000__shared	0.0	1.0	1.0	1.0	fixed	0.25		True	200	8.86451750001288
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		finite_h001	grid__u1p000000__v1p000000__shared	0.495	0.505	1.0	0.505	fixed	0.25		True	200	8.65372989999014
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		endpoint	factor__expression_compensation_only__fixed	0.5	1.0	1.5	0.6666666666666666	fixed	0.25		True	200	8.735031999996863
